"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"경기도 성남시 수정구 (4113100000)","236,825","236,825","14,334","16,503","30,896","36,279","35,427","39,628","36,545","18,440","7,739","1,001","33","119,944","119,944","7,207","8,393","16,290","19,398","18,741","20,363","18,011","8,395","2,914","229","3","116,881","116,881","7,127","8,110","14,606","16,881","16,686","19,265","18,534","10,045","4,825","772","30","237,291","237,291","14,295","16,607","30,891","36,299","35,510","39,629","36,679","18,534","7,806","1,008","33","120,151","120,151","7,196","8,432","16,270","19,385","18,811","20,335","18,102","8,434","2,949","234","3","117,140","117,140","7,099","8,175","14,621","16,914","16,699","19,294","18,577","10,100","4,857","774","30","237,514","237,514","14,266","16,578","30,900","36,382","35,389","39,633","36,786","18,681","7,839","1,026","34","120,260","120,260","7,196","8,425","16,281","19,421","18,734","20,337","18,149","8,504","2,977","232","4","117,254","117,254","7,070","8,153","14,619","16,961","16,655","19,296","18,637","10,177","4,862","794","30","237,536","237,536","14,256","16,542","30,804","36,497","35,242","39,584","36,893","18,756","7,892","1,037","33","120,260","120,260","7,205","8,409","16,226","19,494","18,649","20,294","18,208","8,543","2,993","234","5","117,276","117,276","7,051","8,133","14,578","17,003","16,593","19,290","18,685","10,213","4,899","803","28"
"경기도 성남시 중원구 (4113300000)","210,369","210,369","11,920","14,766","26,908","31,974","30,981","35,793","33,725","16,337","7,065","871","29","106,258","106,258","6,000","7,599","13,961","17,295","16,312","18,063","16,589","7,523","2,723","186","7","104,111","104,111","5,920","7,167","12,947","14,679","14,669","17,730","17,136","8,814","4,342","685","22","210,179","210,179","11,812","14,719","26,895","31,878","30,907","35,749","33,834","16,380","7,098","880","27","106,151","106,151","5,946","7,584","13,929","17,252","16,262","18,061","16,632","7,552","2,733","193","7","104,028","104,028","5,866","7,135","12,966","14,626","14,645","17,688","17,202","8,828","4,365","687","20","209,947","209,947","11,752","14,675","26,756","31,987","30,724","35,651","33,874","16,477","7,137","884","30","106,029","106,029","5,921","7,562","13,852","17,329","16,180","18,003","16,642","7,583","2,756","192","9","103,918","103,918","5,831","7,113","12,904","14,658","14,544","17,648","17,232","8,894","4,381","692","21","209,574","209,574","11,688","14,602","26,608","31,986","30,593","35,565","33,948","16,468","7,197","889","30","105,822","105,822","5,895","7,515","13,775","17,315","16,106","17,969","16,685","7,589","2,774","191","8","103,752","103,752","5,793","7,087","12,833","14,671","14,487","17,596","17,263","8,879","4,423","698","22"
"경기도 성남시 분당구 (4113500000)","472,662","472,662","33,507","51,988","58,427","65,872","80,807","79,630","56,940","27,812","14,788","2,813","78","229,010","229,010","17,150","26,542","29,312","32,219","37,939","38,671","27,648","12,711","6,017","778","23","243,652","243,652","16,357","25,446","29,115","33,653","42,868","40,959","29,292","15,101","8,771","2,035","55","472,385","472,385","33,396","51,956","58,097","65,705","80,868","79,551","57,175","27,915","14,812","2,832","78","228,901","228,901","17,094","26,522","29,150","32,171","38,029","38,583","27,744","12,767","6,022","795","24","243,484","243,484","16,302","25,434","28,947","33,534","42,839","40,968","29,431","15,148","8,790","2,037","54","472,003","472,003","33,201","51,821","57,902","65,925","80,482","79,458","57,348","28,080","14,852","2,859","75","228,823","228,823","17,018","26,444","29,093","32,342","37,866","38,513","27,831","12,849","6,034","809","24","243,180","243,180","16,183","25,377","28,809","33,583","42,616","40,945","29,517","15,231","8,818","2,050","51","471,596","471,596","32,969","51,721","57,757","65,893","80,272","79,463","57,498","28,124","14,955","2,874","70","228,574","228,574","16,879","26,410","29,005","32,330","37,774","38,508","27,900","12,847","6,081","816","24","243,022","243,022","16,090","25,311","28,752","33,563","42,498","40,955","29,598","15,277","8,874","2,058","46"
"경기도 의정부시 (4115000000)","463,724","463,724","30,056","40,258","59,359","60,154","70,956","82,575","67,455","33,381","17,165","2,287","78","227,907","227,907","15,556","20,594","29,866","30,889","36,112","40,406","32,635","14,798","6,476","562","13","235,817","235,817","14,500","19,664","29,493","29,265","34,844","42,169","34,820","18,583","10,689","1,725","65","463,077","463,077","29,811","40,153","59,039","59,804","70,880","82,563","67,713","33,502","17,228","2,306","78","227,544","227,544","15,428","20,555","29,668","30,686","36,091","40,403","32,759","14,876","6,498","568","12","235,533","235,533","14,383","19,598","29,371","29,118","34,789","42,160","34,954","18,626","10,730","1,738","66","462,466","462,466","29,563","40,056","58,655","59,817","70,501","82,483","67,982","33,670","17,316","2,346","77","227,202","227,202","15,276","20,513","29,460","30,688","35,939","40,364","32,877","14,977","6,515","581","12","235,264","235,264","14,287","19,543","29,195","29,129","34,562","42,119","35,105","18,693","10,801","1,765","65","462,010","462,010","29,382","39,962","58,285","59,841","70,179","82,550","68,206","33,741","17,429","2,359","76","227,022","227,022","15,202","20,438","29,310","30,728","35,751","40,436","32,986","14,999","6,572","588","12","234,988","234,988","14,180","19,524","28,975","29,113","34,428","42,114","35,220","18,742","10,857","1,771","64"
"경기도 안양시 (4117000000)","546,078","546,078","35,478","48,655","68,017","78,727","83,004","95,240","81,741","35,864","16,600","2,695","57","269,636","269,636","18,022","25,152","35,232","40,638","41,324","46,080","39,634","16,835","6,086","625","8","276,442","276,442","17,456","23,503","32,785","38,089","41,680","49,160","42,107","19,029","10,514","2,070","49","546,534","546,534","35,453","48,659","67,726","78,726","83,117","95,218","82,133","36,037","16,701","2,702","62","269,849","269,849","18,017","25,122","35,094","40,605","41,416","46,049","39,830","16,934","6,136","637","9","276,685","276,685","17,436","23,537","32,632","38,121","41,701","49,169","42,303","19,103","10,565","2,065","53","546,384","546,384","35,264","48,582","67,471","78,932","82,707","95,128","82,504","36,199","16,795","2,739","63","269,727","269,727","17,909","25,093","34,968","40,722","41,190","46,017","40,006","17,004","6,165","644","9","276,657","276,657","17,355","23,489","32,503","38,210","41,517","49,111","42,498","19,195","10,630","2,095","54","546,182","546,182","35,081","48,509","67,140","79,122","82,414","95,146","82,720","36,350","16,909","2,728","63","269,591","269,591","17,804","25,066","34,764","40,868","41,063","45,977","40,097","17,092","6,210","641","9","276,591","276,591","17,277","23,443","32,376","38,254","41,351","49,169","42,623","19,258","10,699","2,087","54"
"경기도 안양시 만안구 (4117100000)","230,139","230,139","13,098","16,561","29,131","32,484","32,115","40,722","38,362","18,073","8,333","1,232","28","114,885","114,885","6,562","8,627","15,183","17,189","16,732","19,920","18,739","8,520","3,120","293","0","115,254","115,254","6,536","7,934","13,948","15,295","15,383","20,802","19,623","9,553","5,213","939","28","229,819","229,819","12,989","16,555","28,969","32,350","32,022","40,655","38,485","18,132","8,399","1,233","30","114,721","114,721","6,505","8,611","15,085","17,126","16,696","19,883","18,813","8,552","3,147","303","0","115,098","115,098","6,484","7,944","13,884","15,224","15,326","20,772","19,672","9,580","5,252","930","30","229,483","229,483","12,889","16,501","28,862","32,370","31,792","40,513","38,642","18,181","8,443","1,258","32","114,553","114,553","6,456","8,586","15,034","17,143","16,572","19,819","18,904","8,570","3,160","309","0","114,930","114,930","6,433","7,915","13,828","15,227","15,220","20,694","19,738","9,611","5,283","949","32","229,237","229,237","12,829","16,445","28,691","32,418","31,683","40,405","38,717","18,271","8,500","1,247","31","114,379","114,379","6,418","8,555","14,931","17,179","16,525","19,728","18,930","8,626","3,178","309","0","114,858","114,858","6,411","7,890","13,760","15,239","15,158","20,677","19,787","9,645","5,322","938","31"
"경기도 안양시 동안구 (4117300000)","315,939","315,939","22,380","32,094","38,886","46,243","50,889","54,518","43,379","17,791","8,267","1,463","29","154,751","154,751","11,460","16,525","20,049","23,449","24,592","26,160","20,895","8,315","2,966","332","8","161,188","161,188","10,920","15,569","18,837","22,794","26,297","28,358","22,484","9,476","5,301","1,131","21","316,715","316,715","22,464","32,104","38,757","46,376","51,095","54,563","43,648","17,905","8,302","1,469","32","155,128","155,128","11,512","16,511","20,009","23,479","24,720","26,166","21,017","8,382","2,989","334","9","161,587","161,587","10,952","15,593","18,748","22,897","26,375","28,397","22,631","9,523","5,313","1,135","23","316,901","316,901","22,375","32,081","38,609","46,562","50,915","54,615","43,862","18,018","8,352","1,481","31","155,174","155,174","11,453","16,507","19,934","23,579","24,618","26,198","21,102","8,434","3,005","335","9","161,727","161,727","10,922","15,574","18,675","22,983","26,297","28,417","22,760","9,584","5,347","1,146","22","316,945","316,945","22,252","32,064","38,449","46,704","50,731","54,741","44,003","18,079","8,409","1,481","32","155,212","155,212","11,386","16,511","19,833","23,689","24,538","26,249","21,167","8,466","3,032","332","9","161,733","161,733","10,866","15,553","18,616","23,015","26,193","28,492","22,836","9,613","5,377","1,149","23"
"경기도 부천시 (4119000000)","778,874","778,874","45,024","64,214","98,067","106,443","117,910","139,722","127,280","53,009","23,465","3,632","108","384,980","384,980","23,067","32,868","50,298","55,052","59,747","67,816","61,928","25,034","8,354","802","14","393,894","393,894","21,957","31,346","47,769","51,391","58,163","71,906","65,352","27,975","15,111","2,830","94","777,547","777,547","44,615","63,999","97,408","105,991","117,641","139,581","127,730","53,228","23,593","3,651","110","384,227","384,227","22,872","32,732","49,898","54,831","59,606","67,764","62,155","25,131","8,418","804","16","393,320","393,320","21,743","31,267","47,510","51,160","58,035","71,817","65,575","28,097","15,175","2,847","94","776,349","776,349","44,219","63,818","96,839","105,902","117,105","139,218","128,170","53,609","23,664","3,689","116","383,558","383,558","22,663","32,652","49,569","54,853","59,308","67,603","62,317","25,304","8,456","817","16","392,791","392,791","21,556","31,166","47,270","51,049","57,797","71,615","65,853","28,305","15,208","2,872","100","775,488","775,488","43,988","63,731","96,158","105,893","116,615","139,132","128,499","53,838","23,797","3,723","114","383,075","383,075","22,569","32,581","49,195","54,872","59,030","67,578","62,469","25,440","8,506","819","16","392,413","392,413","21,419","31,150","46,963","51,021","57,585","71,554","66,030","28,398","15,291","2,904","98"
"경기도 부천시 원미구 (4119200000)","393,826","393,826","23,066","32,917","51,814","56,360","59,946","70,042","62,441","24,714","10,700","1,776","50","193,682","193,682","11,752","16,776","26,124","28,745","30,015","33,750","30,503","11,809","3,827","376","5","200,144","200,144","11,314","16,141","25,690","27,615","29,931","36,292","31,938","12,905","6,873","1,400","45","393,169","393,169","22,855","32,802","51,511","56,153","59,848","69,899","62,690","24,798","10,766","1,795","52","193,309","193,309","11,666","16,691","25,940","28,641","29,949","33,720","30,611","11,841","3,865","378","7","199,860","199,860","11,189","16,111","25,571","27,512","29,899","36,179","32,079","12,957","6,901","1,417","45","392,656","392,656","22,642","32,750","51,225","56,118","59,590","69,772","62,899","24,998","10,790","1,816","56","193,021","193,021","11,565","16,668","25,789","28,653","29,808","33,675","30,662","11,925","3,881","388","7","199,635","199,635","11,077","16,082","25,436","27,465","29,782","36,097","32,237","13,073","6,909","1,428","49","392,412","392,412","22,531","32,714","50,905","56,169","59,362","69,789","63,082","25,125","10,846","1,834","55","192,843","192,843","11,515","16,649","25,590","28,708","29,648","33,691","30,741","11,997","3,911","386","7","199,569","199,569","11,016","16,065","25,315","27,461","29,714","36,098","32,341","13,128","6,935","1,448","48"
"경기도 부천시 소사구 (4119400000)","229,858","229,858","15,220","19,646","25,737","31,328","36,794","38,264","37,102","17,246","7,378","1,102","41","112,904","112,904","7,856","10,009","13,267","15,994","18,696","18,330","17,561","8,154","2,769","260","8","116,954","116,954","7,364","9,637","12,470","15,334","18,098","19,934","19,541","9,092","4,609","842","33","229,610","229,610","15,105","19,615","25,562","31,192","36,751","38,289","37,189","17,344","7,419","1,102","42","112,751","112,751","7,800","9,984","13,153","15,932","18,679","18,326","17,616","8,199","2,794","260","8","116,859","116,859","7,305","9,631","12,409","15,260","18,072","19,963","19,573","9,145","4,625","842","34","229,362","229,362","14,994","19,549","25,442","31,180","36,626","38,198","37,300","17,460","7,446","1,123","44","112,594","112,594","7,732","9,943","13,070","15,965","18,603","18,297","17,649","8,254","2,809","264","8","116,768","116,768","7,262","9,606","12,372","15,215","18,023","19,901","19,651","9,206","4,637","859","36","229,083","229,083","14,930","19,542","25,247","31,143","36,508","38,146","37,342","17,556","7,498","1,128","43","112,465","112,465","7,717","9,933","12,970","15,933","18,556","18,279","17,669","8,312","2,823","265","8","116,618","116,618","7,213","9,609","12,277","15,210","17,952","19,867","19,673","9,244","4,675","863","35"
"경기도 부천시 오정구 (4119600000)","155,190","155,190","6,738","11,651","20,516","18,755","21,170","31,416","27,737","11,049","5,387","754","17","78,394","78,394","3,459","6,083","10,907","10,313","11,036","15,736","13,864","5,071","1,758","166","1","76,796","76,796","3,279","5,568","9,609","8,442","10,134","15,680","13,873","5,978","3,629","588","16","154,768","154,768","6,655","11,582","20,335","18,646","21,042","31,393","27,851","11,086","5,408","754","16","78,167","78,167","3,406","6,057","10,805","10,258","10,978","15,718","13,928","5,091","1,759","166","1","76,601","76,601","3,249","5,525","9,530","8,388","10,064","15,675","13,923","5,995","3,649","588","15","154,331","154,331","6,583","11,519","20,172","18,604","20,889","31,248","27,971","11,151","5,428","750","16","77,943","77,943","3,366","6,041","10,710","10,235","10,897","15,631","14,006","5,125","1,766","165","1","76,388","76,388","3,217","5,478","9,462","8,369","9,992","15,617","13,965","6,026","3,662","585","15","153,993","153,993","6,527","11,475","20,006","18,581","20,745","31,197","28,075","11,157","5,453","761","16","77,767","77,767","3,337","5,999","10,635","10,231","10,826","15,608","14,059","5,131","1,772","168","1","76,226","76,226","3,190","5,476","9,371","8,350","9,919","15,589","14,016","6,026","3,681","593","15"
"경기도 광명시 (4121000000)","279,943","279,943","18,505","28,078","33,041","36,593","46,136","48,595","40,173","18,885","8,644","1,244","49","137,331","137,331","9,413","14,364","17,015","18,787","22,570","24,039","19,151","8,632","3,078","271","11","142,612","142,612","9,092","13,714","16,026","17,806","23,566","24,556","21,022","10,253","5,566","973","38","279,514","279,514","18,365","27,978","32,863","36,392","46,060","48,652","40,257","18,971","8,662","1,264","50","137,087","137,087","9,340","14,300","16,897","18,694","22,548","24,071","19,187","8,662","3,100","277","11","142,427","142,427","9,025","13,678","15,966","17,698","23,512","24,581","21,070","10,309","5,562","987","39","279,231","279,231","18,266","27,866","32,760","36,400","45,876","48,604","40,312","19,145","8,673","1,280","49","136,958","136,958","9,319","14,226","16,846","18,694","22,484","24,027","19,217","8,744","3,106","286","9","142,273","142,273","8,947","13,640","15,914","17,706","23,392","24,577","21,095","10,401","5,567","994","40","278,983","278,983","18,151","27,805","32,662","36,438","45,627","48,649","40,396","19,218","8,689","1,297","51","136,804","136,804","9,273","14,178","16,789","18,710","22,335","24,070","19,250","8,785","3,118","286","10","142,179","142,179","8,878","13,627","15,873","17,728","23,292","24,579","21,146","10,433","5,571","1,011","41"
"경기도 평택시 (4122000000)","591,878","591,878","48,272","56,329","76,758","92,739","100,859","98,634","68,443","30,842","16,591","2,348","63","310,958","310,958","24,516","28,744","43,271","52,278","54,578","52,048","35,010","13,891","6,038","569","15","280,920","280,920","23,756","27,585","33,487","40,461","46,281","46,586","33,433","16,951","10,553","1,779","48","592,120","592,120","48,106","56,233","76,482","92,532","100,954","98,870","68,886","30,989","16,643","2,362","63","311,046","311,046","24,426","28,695","43,073","52,196","54,676","52,127","35,237","13,975","6,055","569","17","281,074","281,074","23,680","27,538","33,409","40,336","46,278","46,743","33,649","17,014","10,588","1,793","46","592,800","592,800","47,953","56,232","76,260","92,960","100,779","99,002","69,338","31,121","16,673","2,416","66","311,395","311,395","24,340","28,699","42,972","52,413","54,603","52,179","35,466","14,050","6,070","585","18","281,405","281,405","23,613","27,533","33,288","40,547","46,176","46,823","33,872","17,071","10,603","1,831","48","593,276","593,276","47,806","56,235","76,245","93,213","100,466","99,258","69,656","31,133","16,759","2,439","66","311,687","311,687","24,271","28,690","42,967","52,575","54,449","52,300","35,659","14,065","6,102","591","18","281,589","281,589","23,535","27,545","33,278","40,638","46,017","46,958","33,997","17,068","10,657","1,848","48"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","88,539","88,539","4,474","7,754","9,600","8,856","12,144","16,086","14,972","8,639","5,289","707","18","44,123","44,123","2,341","3,895","5,137","4,737","6,221","8,445","7,524","3,711","1,930","180","2","44,416","44,416","2,133","3,859","4,463","4,119","5,923","7,641","7,448","4,928","3,359","527","16","88,255","88,255","4,383","7,753","9,516","8,743","12,108","16,021","15,014","8,653","5,332","713","19","43,978","43,978","2,289","3,913","5,100","4,700","6,200","8,393","7,543","3,725","1,933","179","3","44,277","44,277","2,094","3,840","4,416","4,043","5,908","7,628","7,471","4,928","3,399","534","16","87,875","87,875","4,314","7,712","9,450","8,645","12,039","15,962","15,028","8,648","5,343","714","20","43,810","43,810","2,250","3,889","5,090","4,657","6,157","8,375","7,550","3,724","1,940","175","3","44,065","44,065","2,064","3,823","4,360","3,988","5,882","7,587","7,478","4,924","3,403","539","17","87,725","87,725","4,250","7,704","9,412","8,616","11,948","15,975","15,050","8,662","5,373","714","21","43,733","43,733","2,214","3,885","5,061","4,651","6,106","8,393","7,557","3,741","1,944","178","3","43,992","43,992","2,036","3,819","4,351","3,965","5,842","7,582","7,493","4,921","3,429","536","18"
